Dateiname;Ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date;GUID;dc:rights
Pergolesi_La Servante maîtresse, opéra-comique en;ark__12148_bpt6k1163864p;['https://gallica.bnf.fr/ark:/12148/bpt6k1163864p', 'https://gallica.bnf.frCotage E. G. 4590'];La Servante maîtresse, opéra-comique en 2 actes, paroles françaises de Baurans, partition réduite pour piano et chant par Soumis, précédée d'une notice historique par Albert de Lasalle;Pergolesi, Giovanni Battista (1710-1736) Compositeur;E. Girod (Paris);1862;In-8°, 68 p., application/pdf, Nombre total de vues : 86;;Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb139169248', Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb43194681c;Bibliothèque nationale de France, département Musique, VM5-83;Titre uniforme : Pergolesi, Giovanni Battista (1710-1736). Compositeur. La serva padrona. P 137, Avec mode texte;bnf.fr;;;partition;71250;29.03.2015 22:00;83e32386-465e-4e92-bce8-8a158dd828ec;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Raynouard_Lexique roman, ou Dictionnaire de;ark__12148_bpt6k5790864v;https://gallica.bnf.fr/ark:/12148/bpt6k5790864v;"Lexique roman, ou Dictionnaire de la langue des troubadours comparée avec les autres langues de l'Europe latine ; précédé de nouvelles recherches historiques et philologiques, d'un résumé de la grammaire romane, d'un nouveau choix des poésies originales des troubadours et d'extraits de poèmes divers. Tome 4 ";Raynouard, François-Just-Marie (1761-1836);chez Silvestre (Paris);1838-1844;"6 vol. ; in-8";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31183402v, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31183402v;Bibliothèque nationale de France, département Littérature et art, 8-X-8425 (4);Appartient à l’ensemble documentaire : GTextes1, Appartient à l’ensemble documentaire : RsAlis000, Appartient à l’ensemble documentaire : RsAlis008;bnf.fr;4430;40;monographie;85190;16.05.2010 22:00;595e4f39-b11d-47dd-83bd-0fff04386830;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Lermina_Reine : roman historique;ark__12148_bpt6k64254n;https://gallica.bnf.fr/ark:/12148/bpt6k64254n;Reine : roman historique ;Lermina, Jules (1839-1915), Nodier, Charles (1780-1844);Paris;1897;"1 vol. (631 p. [inc 316]) : couv. ill. ; in-8, Nombre total de vues : 275";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb307974038;Bibliothèque nationale de France, département Littérature et art, 8-Y2-18870 (1);Comprend : Nouvelles / par Nodier;bnf.fr;840;80;monographie;87060;14.10.2007 22:00;3174f419-baec-4886-81d5-48d6662b6f50;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
"Godefroi IV (1061-1100 ; duc de Basse-Lorraine)_Patrologiae cursus completus. T. 155,";ark__12148_bpt6k5495424s;https://gallica.bnf.fr/ark:/12148/bpt6k5495424s;Patrologiae cursus completus. T. 155, Godefridi Bullonii Lotharingiae Ducis, postmodum Hierosolymorum Regis Primi Epistolae et Diplomata : accedunt appendices amplissimæ monumenta perplurima de Bello Sacro complectentes. Sequuntur Radulphi Ardentis Homiliæ duobus tomis distributæ. Intermiscentur Lupi Protospatarii Chronicon necnon Anselmi Mediolanensis, Bernardi Toletani archiepiscoporum, Thomae Eboracensis, Alberici Ostiensis, Amati Burdegalensis, Popponis Metensis, episcoporum, Richardi de Dumellis, abbatis Pratellensis, Manegaldi presbyteri, Goscelini Cantuariensis monachi, Sulcardi Westmonasteriensis, Pauli S. Petri Carnotensis monachi, fratrum Majoris Monasterii, Brunonis Opuscula, diplomata, epistolae ;"Godefroi IV (1061-1100 ; duc de Basse-Lorraine), Louis IX (1214-1270 ; roi de France), Pierre Tudebode (1050?-1099)";(Lutetiae Parisiorum);1854;"1 vol. (2132 col.) ; 28 cm, Nombre total de vues : 1066";['lat', 'latin'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb422394182, Titre d'ensemble : Patrologiae cursus completus : Series secunda, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb305172627;Bibliothèque nationale de France, département Collections numérisées, 2008-242368;"Comprend : B. Ludovici, Francorum regis, Epistola ad subditos suos in regno Franciae constitutos, de captione et liberatione sua, scripta in Acon, anno Domini 1250 ; Historia de hierosolymitano itinere ; Fratrum Majoris Monasterii epistola de morte Bernardi Abbatis ; Lamentum Lacrymabile super his qui in expeditione Jerosolymitana diversis mortibus, justo quidem, sed occulto et inscrutabili Dei judicio interierunt ; Cartulaire de l'église du Saint-Sépulcre de Jérusalem, publié d'après des manuscrits du Vatican, 'Contient une table des matières, Avec mode texte";bnf.fr;870;80;monographie;92950;23.02.2009 23:00;b01c6325-8baf-498c-8b7a-42fea25b10df;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Larreguy de Civrieux_Souvenirs d'un cadet (1812-1823);ark__12148_bpt6k63584628;https://gallica.bnf.fr/ark:/12148/bpt6k63584628;Souvenirs d'un cadet (1812-1823) ;Larreguy de Civrieux, Sylvain (1796-1874);Paris;1912;"1 vol. (VI-281 p.) ; in-16, Nombre total de vues : 302";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30743798m;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LH3-398;Contient une table des matières, Avec mode texte;bnf.fr;350;30;monographie;99960;05.11.2012 23:00;606f7575-a16f-4bbc-9450-97339c343a95;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Lytton_Contes de toutes les couleurs.;ark__12148_bpt6k3042081r;https://gallica.bnf.fr/ark:/12148/bpt6k3042081r;Contes de toutes les couleurs. Tome V;Lytton, Edward Bulwer (1803-1873), Berthoud, Samuel-Henry (1804-1891), Farjas, L, Bastide, Jules (1800-1879), Voïart, Élise (1786-1866), Morier, James Justinien (1782-1849), Salvandy, Narcisse-Achille de (1795-1856), Viel-Castel, Horace de (1802-1864), Sandeau, Jules (1811-1883), Sand, George (1804-1876);H. Fournier (Paris);1833;"1 vol. (438 p.) ; 23 cm, Nombre total de vues : 464";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb455556943, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb41151179m;Bibliothèque nationale de France, département Littérature et art, Y2-64899;"Comprend : L\'inconnu : conte sentimental et mystérieux ; Nicaise ou L\'enfant de choeur ; Louise Helwing ; La vieille carabine / Jules Bastide ; L\'hôte mystérieux : conte fantastique ; Pepita / traduit de Morier par le marquis de Chateaugiron ; Le prince de Richemond ou Le nouveau Lord Edouard ; Une nuit d\'automne. 1829 ; Cyprien : fragment philosophique ; Cora ; Thse Hioung Hioung ti, c\'est-à-dire Les deux frères de sexe différent / trad. du chinois par Stanislas Julien, Avec mode texte";bnf.fr;800;80;monographie;78510;16.02.2019 23:00;a9e29d7e-3067-433a-bf6f-866777959ad2;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Guérard_De la fièvre puerpérale, de;ark__12148_bpt6k58126657;https://gallica.bnf.fr/ark:/12148/bpt6k58126657;De la fièvre puerpérale, de sa nature et de son traitement : communications à l'Académie Impériale de Médecine ;Guérard, Piorry, Pierre-Adolphe (1794-1879), Velpeau, Alfred-Armand-Louis-Marie (1795-1867), Cruveilhier, Jean (1791-1874);Paris;1858;"1 vol. ; in-8, Nombre total de vues : 486";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32203102p;Bibliothèque nationale de France, département Sciences et techniques, 8-TE127-35;"Comprend : Communication ; Communication... Séance du 25 mai 1858, Contient une table des matières, Avec mode texte";bnf.fr;610;60;monographie;96690;21.02.2010 23:00;e5c5e42a-8061-4051-b766-83472938223d;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Nerval_Oeuvres complètes de Gérard de;ark__12148_bpt6k65013905;https://gallica.bnf.fr/ark:/12148/bpt6k65013905;Oeuvres complètes de Gérard de Nerval .... Tome 1;Nerval, Gérard de (1808-1855), Goethe, Johann Wolfgang von (1749-1832);Michel Lévy frères (Paris);1867-1877;"6 vol. ; in-18, Nombre total de vues : 536, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31009420d, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31009420d;Bibliothèque nationale de France, département Littérature et art, 8-Z-579 (1);"Comprend : Faust et le second Faust / traduits par Gérard de Nerval ; précédés d'une notice par Théophile Gautier, 'Appartient à l’ensemble documentaire : Pam1, Appartient à l’ensemble documentaire : GTextes1, Appartient à l’ensemble documentaire : BbLevt0, Contient une table des matières, Avec mode texte";bnf.fr;840;80;monographie;99930;03.04.2013 22:00;230cdfab-6ee1-4ec5-9430-5e59419caee7;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Augier_Chefs-d'oeuvre du théâtre moderne :;ark__12148_bpt6k57483662;https://gallica.bnf.fr/ark:/12148/bpt6k57483662;Chefs-d'oeuvre du théâtre moderne : tome deuxième;Augier, Émile (1820-1889), Dumas, Alexandre (1802-1870), Scribe, Eugène (1791-1861), Murger, Henry (1822-1861), Gozlan, Léon (1803-1866), Feuillet, Octave (1821-1890), Sue, Eugène (1804-1857), Saint-Georges, Henri de (1799-1875), Laya, Léon (1811-1872), Musset, Alfred de (1810-1857), Girardin, Émile de (1806-1881), Lambert-Thiboust (1826-1867), Anicet-Bourgeois, Auguste (1806-1871), Doucet, Camille (1812-1895), Méry, Joseph (1797-1866);Michel Lévy frères (Paris);1873;"300 p. ; 32 cm";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb41893099g;Bibliothèque nationale de France, département Littérature et art, YF-1058;"Comprend : Gabrielle ; Le Chevalier de Maison-Rouge ; Bataille de dames ; La vie de bohème ; Une tempête dans un verre d'eau ; Le roman d'un jeune homme pauvre ; Le morne au diable ; Les mousquetaires de la Reine ; Le duc Job ; L'habit vert ; Le supplice d'une femme ; Un mari dans du coton ; Le médecin des enfants ; Les ennemis de la maison ; La bataille de Toulouse";bnf.fr;;;monographie;96520;15.11.2009 23:00;cd9a1807-8d7b-4ea9-9290-37488a71e707;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Hésiode_Poètes moralistes de la Grèce;ark__12148_bpt6k262657m;https://gallica.bnf.fr/ark:/12148/bpt6k262657m;Poètes moralistes de la Grèce : Hésiode, Théognis, Callinus, Tyrtée, Mimnerme, Solon, Simonide d'Amorgos, Phocylide, Pythagore, Aristote ;''Hésiode, Tyrtée (0630?-0600? av J-C), Hésiode, Solon (0640-0561 av J-C)', ''''Sémonide de Amorgos (06-05? av J-C)'''']'';Garnier frères (Paris);1892;"1 vol. (VIII-320 p.) ; 19 cm, Nombre total de vues : 326";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31382498t;Bibliothèque nationale de France, 8-Yb-336;"Comprend : Les vers dorés... ; La Théogonie ; Poésies traduites par L. Humbert, avec une notice sur Tyrtée par J.-D. Guigniaut ; Le bouclier d'Hercule ; Les travaux et les jours";bnf.fr;880;80;monographie;93390;14.10.2007 22:00;17f1b44a-d230-403e-8c6f-24963a19885a;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Chaumeton_Flore médicale. Tome 2;ark__12148_bpt6k6130167s;https://gallica.bnf.fr/ark:/12148/bpt6k6130167s;Flore médicale. Tome 2 ;Chaumeton, François Pierre (1775-1819), Poiret, Jean-Louis-Marie (1755-1834), Tyrbas de Chamberet, Joseph (1779-18);Paris;1833;"3 vol. : ill. ; gr. in-8";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30229552x, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30229552x;Bibliothèque nationale de France, 4-TE142-137 (A 2);;bnf.fr;610;60;monographie;93780;29.08.2010 22:00;5ace22b9-b4dc-408e-8fba-1a26d44fc74c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Soulié_Les mille et un romans.;ark__12148_bpt6k9612467q;https://gallica.bnf.fr/ark:/12148/bpt6k9612467q;Les mille et un romans. t. 4, Les deux cadavres ;"''Soulié, Frédéric (1800-1847)', ''''Abrantès, Laure Junot (1784-1838 ; duchesse de )'''', 'Guinot, Eugène (1805-1861)''";Boulé (Paris);1844;"1 vol. (236-4-15 p.) ; in-8, Nombre total de vues : 270";['fre', 'français'];Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb45123602t, Titre d'ensemble : Les mille et un romans : nouvelles et feuilletons, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb313883860;Bibliothèque nationale de France, département Littérature et art, Y2-53483;"Comprend : Une vengeance de mari ; Suzanne, Contient une table des matières, Avec mode texte";bnf.fr;840;80;monographie;98810;25.10.2015 23:00;e05e1c23-0b50-48d9-a017-8d34f030e7e7;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Dusseuil_Philosophie du coeur (Nouvelle édition);ark__12148_bpt6k5475468d;https://gallica.bnf.fr/ark:/12148/bpt6k5475468d;Philosophie du coeur (Nouvelle édition) ;Dusseuil, Léonie;Téqui (Paris);1901;"1 vol. (292 p.) ; in-16, Nombre total de vues : 303";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303886782;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-R-17383;Contient une table des matières, Avec mode texte;bnf.fr;190;10;monographie;95850;24.05.2009 22:00;a64e1e94-4400-4b13-a796-4b2d3b238126;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Deffoux_La publication de l'Assommoir (Édition;ark__12148_bpt6k30772575;https://gallica.bnf.fr/ark:/12148/bpt6k30772575;La publication de l'Assommoir (Édition originale) ;Deffoux, Léon (1881-1945);Paris;1931;"1 vol. (152 p.) ; 19 cm, Nombre total de vues : 168";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb35583927t;Bibliothèque nationale de France, département Littérature et art, 8-Z-24390 (3,17);Collection : Les grands événements littéraires : quatrième série, Collection : Les grands événements littéraires, Avec mode texte;bnf.fr;840;80;monographie;88840;22.12.2019 23:00;a2c35cee-1d08-4b67-8e0d-e6085b57476c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Prengrueber_Physiologie des muscles de l'oeil;ark__12148_bpt6k5471358f;https://gallica.bnf.fr/ark:/12148/bpt6k5471358f;Physiologie des muscles de l'oeil et leurs paralysies ;Prengrueber, Louis Pierre (Dr);impr. de A. Parent (Paris);1876;"1 vol. (56 p.) : ill. ; in-8, Nombre total de vues : 60";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311484414;Bibliothèque nationale de France, département Sciences et techniques, 8-TD88-401;Avec mode texte, Ouvrages de référence;bnf.fr;610;60;monographie;94080;22.12.2008 23:00;53dd9ea6-52f6-4e76-94d2-a858f638ef3e;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Lamartine_Les orphelines de Valneige :;ark__12148_bpt6k54501688;https://gallica.bnf.fr/ark:/12148/bpt6k54501688;Les orphelines de Valneige : drame en 3 actes, tiré de Geneviève de M. de Lamartine ;Lamartine, Alphonse de (1790-1869), Jaime, Adolphe (1824-1901);Michel Lévy frères (Paris);1853;"16 p. : fig. ; 31 cm, Nombre total de vues : 23";fre;Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb307258263, Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb307258263;Bibliothèque nationale de France, YF-192 (1);"Collection : Théâtre contemporain illustré ; 128e livraison, Collection : Théâtre contemporain illustré ; 128e livraison, Avec mode texte, Livrets";bnf.fr;840;80;monographie;96310;11.11.2008 23:00;bfbc6368-40c8-4188-ac19-4374e6df333e;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Mac Michael_Rapport du conseil de santé;ark__12148_bpt6k441482s;https://gallica.bnf.fr/ark:/12148/bpt6k441482s;Rapport du conseil de santé d'Angleterre, sur la maladie appelée dans l'Inde Choléra spasmodique, et qui règne aujourd'hui dans le nord de l'Europe, publié par ordre des lords composant le conseil privé de sa majesté britannique. suivi d'une Lettre adressée à Sir H. Halfort, ... sur la contagion du choléra ;Mac Michael, William;Paris;1831;"1 vol. ; in-8, Nombre total de vues : 104";['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb33563776s;Bibliothèque nationale de France, département Sciences et techniques, 8-TD57-21;Comprend : Lettre adressée à Sir H. Halport,... sur la contagion du choléra;bnf.fr;610;60;monographie;89560;22.09.2008 22:00;21033be5-c75a-40dd-81c1-927fe61b4162;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Quinet_Edgar Quinet avant l'exil (2e;ark__12148_bpt6k83693t;https://gallica.bnf.fr/ark:/12148/bpt6k83693t;Edgar Quinet avant l'exil (2e édition) ;Quinet, Hermione (1821-1900), Vigny, Alfred de (1797-1863);Paris;1888;"1 vol. (XVII-455 p.) ; in-18, Nombre total de vues : 475";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb311652418;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-45468;Comprend : Lettres à Edgar Quinet, Contient une table des matières, Biographie;bnf.fr;9440;90;monographie;93940;14.10.2007 22:00;6bed9941-5cc8-41d8-89e6-e184643b7c3c;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Rimbaud_Lettres de Jean-Arthur Rimbaud, Égypte,;ark__12148_bpt6k319312b;https://gallica.bnf.fr/ark:/12148/bpt6k319312b;Lettres de Jean-Arthur Rimbaud, Égypte, Arabie, Éthiopie, avec une introduction et des notes par Paterne Berrichon. Fac-similé d'une lettre de Ménélick à Rimbaud;Rimbaud, Arthur (1854-1891), Ménélick (roi d Abyssinie);Paris;1899;In-12, 274 p., fac-sim., Nombre total de vues : 296;['fre', 'français'];Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31218245h;Bibliothèque nationale de France, département Littérature et art, 8-Z-15155;Comprend : Lettre... à Rimbaud', Mécénat texte imprimé : Cet ouvrage a été numérisé grâce à un don d'Eric Lesueur, 'Avec mode texte;bnf.fr;;;monographie;88290;10.03.2018 23:00;22c46b27-8b6d-4b15-a16a-e70ad51d4f59;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
Driant_Jean Tapin : histoire d'une;ark__12148_bpt6k6251458z;https://gallica.bnf.fr/ark:/12148/bpt6k6251458z;Jean Tapin : histoire d'une famille de soldats, 1re période 1792-1830 (3ème éd.) ;Driant, Émile-Cyprien (1855-1916);Paris;1901;"1 vol. (452 p.) : pl., ill. ; in-4, Nombre total de vues : 492";fre;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30354610v;Bibliothèque nationale de France, département Littérature et art, 4-Y2-2977 (1);Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;99960;15.10.2012 22:00;b02ce533-0fe3-4fcc-a86b-6fdb269e80c3;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
